TDI Format 1.5	time	signal
	138.0	1.22880327492
	140.0	-0.245734534254
	142.0	0.778485071015
	144.0	-0.646616720395
	146.0	1.19320924904
	148.0	1.12058926925
	150.0	-0.653385656955
	152.0	-0.476380943291
	154.0	0.188400491494
	156.0	0.727600465664
	158.0	0.828161666593
	160.0	1.73716800362
	162.0	0.00682101961808
	164.0	-2.04794049487
	166.0	0.164344264705
	168.0	-0.693368885763
	170.0	0.741643221028
	172.0	0.448569415341
	174.0	-1.4074977894
	176.0	1.55606210643
	178.0	0.224064219256
	180.0	-1.79422132408
	182.0	0.849735394689
	184.0	0.334503444234
	186.0	-0.594370167938
	188.0	-1.1103578066
	190.0	-1.52121077794
	192.0	-1.59120808514
	194.0	-1.79336490222
	196.0	-1.61995462044
	198.0	-2.70981609297
	200.0	-1.69606105006
	202.0	-0.711530250344
	204.0	-0.683554301703
	206.0	-1.86170430449
	208.0	2.05132223606
	210.0	-1.80892828224
	212.0	-0.413077365791
	214.0	1.24306855917
	216.0	1.24440722217
	218.0	-1.38410098469
	220.0	2.66088773587
	222.0	-1.33056205859
	224.0	1.80147358779
	226.0	0.40626523097
	228.0	-0.13339461583
	230.0	-1.66444334506
	232.0	0.977506504484
	234.0	-1.39172074713
	236.0	-0.000455656308792
	238.0	2.16176672755
	240.0	0.806985901719
	242.0	2.25952704504
	244.0	-0.199762518805
	246.0	1.35755730773
	248.0	0.244318580202
	250.0	-0.39314990827
	252.0	0.189553616302
	254.0	-1.47906454926
	256.0	-1.71115459899
	258.0	-0.813753003563
	260.0	-1.18719953457
	262.0	-0.403210723149
	264.0	-0.670927483063
	266.0	0.197457658771
	268.0	1.30162136697
	270.0	-0.683429255469
	272.0	0.766821198892
	274.0	0.501260390423
	276.0	-1.89775010868
	278.0	-2.31065448457
	280.0	-2.38354265937
	282.0	-2.12897358704
	284.0	-2.95135757786
	286.0	-2.63468360506
	288.0	-2.55560102985
	290.0	-3.16541518634
	292.0	-2.98853209575
	294.0	-0.858156704322
	296.0	-2.50093279132
	298.0	-3.84273379564
	300.0	-0.381640461682
	302.0	-3.18265757594
	304.0	-2.14602158853
	306.0	-2.27409253221
	308.0	-1.72147959429
	310.0	-1.14775604022
	312.0	1.01950548345
	314.0	-1.25977883854
	316.0	-1.59133502902
	318.0	-1.46452913501
	320.0	-0.368423106266
	322.0	-0.656947808141
	324.0	-2.41883108685
	326.0	-1.5843833517
	328.0	-0.066156206261
	330.0	-1.07989006284
	332.0	-1.30700822649
	334.0	-0.477931466349
	336.0	-0.94440196382
	338.0	1.09895854411
	340.0	-0.00176108869872
	342.0	2.2327395857
	344.0	1.13473047416
	346.0	-0.0470170246346
	348.0	0.852493798106
	350.0	2.45388084805
	352.0	1.78491157922
	354.0	0.983426609944
	356.0	0.547486930153
	358.0	-0.503941798146
	360.0	0.912611239914
