TDI Format 2.0	index	value	stage	curve_fit:Ic	curve_fit:Ic_err	curve_fit:Rn	curve_fit:Rn_err	counter:Value
counter.scan_generator.stages[1][1]{float}=0.025	19.0	0.47500000000000003	0.0	0.0003349576312702478	1.4833464347755725e-06	0.004998016989372012	5.459724119875395e-06	0.47500000000000003
counter.scan_generator.stages[1][2]{int}=200	20.0	0.5	0.0	0.00031857839998191686	8.138262512562254e-07	0.005002306607358466	5.2806428107878024e-06	0.5
counter.scan_generator.stages[1][3]{bool}=True	21.0	0.525	0.0	0.00030224970763551544	1.3553327104210917e-06	0.004998951832591746	5.737256967299932e-06	0.525
counter.scan_generator.stages[2][0]{float}=0.0	22.0	0.55	0.0	0.0002858795238098648	1.5601859961144618e-06	0.005006045486559802	5.586405030681251e-06	0.55
counter.scan_generator.stages[2][1]{float}=0.025	23.0	0.5750000000000001	0.0	0.00026729700616905973	1.1779600069954892e-06	0.0050000060805516075	5.179678725601706e-06	0.5750000000000001
counter.scan_generator.stages[2][2]{int}=100	24.0	0.6000000000000001	0.0	0.00025395701140405144	1.42213374322229e-06	0.005004338351941086	5.495598863766699e-06	0.6000000000000001
counter.scan_generator.stages[2][3]{bool}=True	25.0	0.625	0.0	0.00023320189478440224	1.3682839568916232e-06	0.0049960161472607945	5.668580195586859e-06	0.625
counter.scan_generator.units{str}=''	26.0	0.65	0.0	0.00022104333543800312	1.3874525293464874e-06	0.005007298391388844	5.158488236179667e-06	0.65
curve_fit.type{str}='transform'	27.0	0.675	0.0	0.00020851456414005	1.5848197136048144e-06	0.004999102661062487	5.256197342559129e-06	0.675
curve_fit.class{str}='stoner_measurement.plugins.transform.curve_fit:CurveFitPlugin'	28.0	0.7000000000000001	0.0	0.00018277789076327425	1.202777894478523e-06	0.004996041089565273	5.211321833238062e-06	0.7000000000000001
curve_fit.instance_name{str}='curve_fit'	29.0	0.7250000000000001	0.0	0.00017011996954973947	1.6842178573074033e-06	0.005001798729129333	5.439991621318519e-06	0.7250000000000001
curve_fit.trace_key{str}='dummy:Dummy'	30.0	0.75	0.0	0.0001495490949034708	1.9338500401247153e-06	0.004999172998822198	5.3937203021365085e-06	0.75
curve_fit.column_key{str}=''	31.0	0.775	0.0	0.00013542761944416494	1.7214307690528988e-06	0.0050151720298389005	5.377988305687134e-06	0.775
curve_fit.advanced_mode{bool}=False	32.0	0.8	0.0	0.000121436853445742	1.268490479008511e-06	0.005000828377084091	4.962354205480265e-06	0.8
curve_fit.x_expr{str}="dummy.data['Dummy'].x"	33.0	0.8250000000000001	0.0	0.00010270534680367994	1.8655861403197292e-06	0.004996525648837048	4.833625115448766e-06	0.8250000000000001
curve_fit.y_expr{str}="dummy.data['Dummy'].x"	34.0	0.8500000000000001	0.0	8.991988694205629e-05	2.041507253463055e-06	0.004992518367984107	5.50974642844345e-06	0.8500000000000001
curve_fit.y_error_expr{str}=''	35.0	0.875	0.0	7.70749800523259e-05	2.0240469681512734e-06	0.004998251052213505	5.316949563397304e-06	0.875
curve_fit.fit_code{str}='def fit(I,Ic,Rn):\n    """RSJ Model function."""\n    RSJ=Rn*np.sign(I)*np.sqrt(np.abs(I**2-Ic**2))\n    return np.where(np.abs(I)<Ic,0,RSJ)\n\n\n# Optional: define p0(x, y) to compute initial parameter estimates.\ndef p0(I, V):\n    II=np.where(np.isclose(I,0),1E-12,I)\n    R=V/II\n    Rn=R[np.abs(V)>V.max()/2]\n    Rn=Rn.mean()\n    Ic=II[np.abs(V)<V.max()/20]\n    Ic=(Ic.max()-Ic.min())/2\n    return (Ic,Rn)\n'	36.0	0.9	0.0	6.325117280514871e-05	2.4077600942194357e-06	0.004995248379489101	5.137236534881505e-06	0.9
curve_fit.param_names[0]{str}='Ic'	37.0	0.925	0.0	4.492996854346296e-05	1.8394142635573033e-06	0.004995487731453761	4.888929120646902e-06	0.925
curve_fit.param_names[1]{str}='Rn'	38.0	0.9500000000000001	0.0	3.2768090626154044e-05	3.212944069047894e-06	0.004990988705237426	5.0898332755540236e-06	0.9500000000000001
curve_fit.param_settings.Ic.min{NoneType}=None	39.0	0.9750000000000001	0.0	1.8432274400187653e-05	3.992506900235914e-06	0.004995171810001743	5.176808574581713e-06	0.9750000000000001
curve_fit.param_settings.Ic.initial{NoneType}=None	40.0	1.0	0.0	3.2046045094961596e-06	7.480689787785594e-06	0.005002905322777526	5.059536315274282e-06	1.0
curve_fit.param_settings.Ic.max{NoneType}=None	41.0	1.0250000000000001	0.0	2.9353173564927836e-05	3.2055132839506137e-06	0.004993497920322553	5.133701070899294e-06	1.0250000000000001
curve_fit.param_settings.Rn.min{NoneType}=None	42.0	1.05	0.0	3.1358560741231226e-05	2.4146703069195335e-06	0.005003751757695373	5.263524955426888e-06	1.05
curve_fit.param_settings.Rn.initial{NoneType}=None	43.0	1.075	0.0	3.705866999719874e-05	3.077113870000263e-06	0.005007357249082006	5.1267489304533666e-06	1.075
curve_fit.param_settings.Rn.max{NoneType}=None	44.0	1.1	0.0	4.3160317840291474e-05	2.4554242251099245e-06	0.0050006101220353765	4.8933253733428525e-06	1.1
curve_fit.show_initial_trace{bool}=True	45.0	1.125	0.0	5.930558124746879e-05	2.0789116004504257e-06	0.005001050121230543	4.994977571510311e-06	1.125
curve_fit.show_best_fit_trace{bool}=True	46.0	1.1500000000000001	0.0	6.892548591128204e-05	2.2757958275091457e-06	0.005002340790720372	4.957598651525735e-06	1.1500000000000001
details.type{str}='command'	47.0	1.175	0.0	7.259921536210182e-05	1.5295582866185202e-06	0.00499658893286305	5.288338089230146e-06	1.175
details.class{str}='stoner_measurement.plugins.command.details:DetailsCommand'	48.0	1.2000000000000002	0.0	8.500282604914098e-05	1.504454551243012e-06	0.004998832165008061	5.045352477642112e-06	1.2000000000000002
details.instance_name{str}='details'	49.0	1.225	0.0	8.907317069479655e-05	1.945922407746206e-06	0.005001609558991634	4.929462181110681e-06	1.225
details.user{str}='Gavin'	50.0	1.25	0.0	9.527641660031985e-05	2.0007206795162402e-06	0.004994836733632914	4.974093341042707e-06	1.25
details.sample{str}='Dummy_JJ_1'	51.0	1.2750000000000001	0.0	9.584213364153486e-05	2.120069658643428e-06	0.004992964164682088	5.451551163673942e-06	1.2750000000000001
details.project{str}='Testing Code'	52.0	1.3	0.0	9.537990268921722e-05	2.1345495272779427e-06	0.004998816882581059	5.342373211549533e-06	1.3
details.notes{str}='This routine tests generating RSK data, fitting it, plotting it and the fits and the xtracted parameters and then saving the data.'	53.0	1.3250000000000002	0.0	0.00010379786462252396	1.7764155716451294e-06	0.00500473206093633	4.9526470082436415e-06	1.3250000000000002
dummy.type{str}='trace'	54.0	1.35	0.0	0.00011085743493496417	1.8155841084763203e-06	0.005007668640783902	5.050957189927277e-06	1.35
dummy.class{str}='stoner_measurement.plugins.trace.dummy:DummyPlugin'	55.0	1.375	0.0	0.00010731673095605251	7.451117383252622e-07	0.005000300334679388	5.076185921658181e-06	1.375
dummy.instance_name{str}='dummy'	56.0	1.4000000000000001	0.0	0.00010853059567917895	1.950149819921922e-06	0.004995861883841018	4.794796722951256e-06	1.4000000000000001
dummy.scan_generator.type{str}='FunctionScanGenerator'	57.0	1.425	0.0	0.00010941839819147845	1.966466088327635e-06	0.005004602897797269	5.041617970079515e-06	1.425
dummy.scan_generator.waveform{str}='Triangle'	58.0	1.4500000000000002	0.0	0.00011289420334897501	1.5680458279936566e-06	0.005003031258299721	5.2564603912662694e-06	1.4500000000000002
dummy.scan_generator.amplitude{float}=0.002	59.0	1.475	0.0	0.00010838648960769042	2.1136965881244983e-06	0.00500348600045792	5.1729715413696395e-06	1.475
dummy.scan_generator.offset{float}=0.0	60.0	1.5	0.0	0.00010528108512234478	1.748224643491564e-06	0.0049960364136176485	5.623589684398027e-06	1.5
dummy.scan_generator.phase{float}=0.0	61.0	1.5250000000000001	0.0	0.00010549136593538793	1.4908804544806362e-06	0.004999598932339632	4.9425015071744636e-06	1.5250000000000001
dummy.scan_generator.exponent{float}=2.0	62.0	1.55	0.0	0.00010235789774790669	2.1928444735791506e-06	0.004988730519731496	5.564989238236849e-06	1.55
dummy.scan_generator.periods{float}=1.0	63.0	1.5750000000000002	0.0	0.00010163640065967037	2.2251267129369514e-06	0.004998594422178466	5.456233384770625e-06	1.5750000000000002
dummy.scan_generator.num_points{int}=501	64.0	1.6	0.0	0.0001022824745138644	2.0444045564577344e-06	0.005002266510109427	5.181295152529679e-06	1.6
dummy.scan_generator.units{str}='A'	65.0	1.625	0.0	9.368695453074937e-05	2.1490147055940924e-06	0.004994157925317193	4.937927572317213e-06	1.625
dummy.report_channel_statistics{bool}=False	66.0	1.6500000000000001	0.0	8.866891440556228e-05	2.0174780621978648e-06	0.005000792577608355	4.976759697225813e-06	1.6500000000000001
dummy.critical_current{str}='0.5E-3*np.abs(np.sinc(counter.value))'	67.0	1.675	0.0	8.16713064419173e-05	2.216222928120261e-06	0.005004802986453701	5.2086821928624544e-06	1.675
dummy.normal_resistance{str}='5.0E-3'	68.0	1.7000000000000002	0.0	8.088822332812502e-05	2.3737385336961376e-06	0.005001838547812066	5.333029805520036e-06	1.7000000000000002
dummy.noise_level{str}='1.0E-7'	69.0	1.725	0.0	7.414656745365342e-05	2.2437875841682854e-06	0.004991140435991824	4.78415522088049e-06	1.725
dummy.rounding_level{str}='2.0'	70.0	1.75	0.0	6.609161556245222e-05	1.7588997677436192e-06	0.005004553801900975	5.1609428591085665e-06	1.75
k6221_dc_iv.type{str}='trace'	71.0	1.7750000000000001	0.0	6.771200611736869e-05	2.6487690835183496e-06	0.005001491751517637	5.384407079427559e-06	1.7750000000000001
k6221_dc_iv.class{str}='stoner_measurement.plugins.trace.k6221_2182a:Keithley6221_2182APlugin'	72.0	1.8	0.0	5.298351786393775e-05	2.3941489735265853e-06	0.005003057966436593	5.058242379774656e-06	1.8
k6221_dc_iv.instance_name{str}='k6221_dc_iv'	73.0	1.8250000000000002	0.0	5.272423858216995e-05	2.361191191063132e-06	0.005005657967950383	4.880485534685326e-06	1.8250000000000002
k6221_dc_iv.scan_generator.type{str}='FunctionScanGenerator'	74.0	1.85	0.0	4.470796665065146e-05	2.0919404706807285e-06	0.005001956561266897	5.2646305249890665e-06	1.85
k6221_dc_iv.scan_generator.waveform{str}='Sine'	75.0	1.875	0.0	4.052038180482488e-05	1.7801497177752854e-06	0.005000389490475637	4.99231798171313e-06	1.875
k6221_dc_iv.scan_generator.amplitude{float}=1.0	76.0	1.9000000000000001	0.0	2.9709219019585457e-05	2.861538016040639e-06	0.004996816253072509	4.770296114306855e-06	1.9000000000000001
k6221_dc_iv.scan_generator.offset{float}=0.0	77.0	1.925	0.0	2.6866266256626715e-05	2.8844886609640726e-06	0.00499713814117249	5.276291085706184e-06	1.925
k6221_dc_iv.scan_generator.phase{float}=0.0	78.0	1.9500000000000002	0.0	1.6057554901287797e-05	3.838289559390694e-06	0.005001962843445858	5.126194990572503e-06	1.9500000000000002
k6221_dc_iv.scan_generator.exponent{float}=1.0	79.0	1.975	0.0	1.6078404210888554e-05	3.580388965993697e-06	0.0050025013554094305	4.792163149085925e-06	1.975
k6221_dc_iv.scan_generator.periods{float}=1.0	80.0	2.0	0.0	1.2800125455392688e-05	4.574090661545242e-06	0.004999666129286228	5.209514598309848e-06	2.0
k6221_dc_iv.scan_generator.num_points{int}=100	81.0	2.025	0.0	1.6810124416027543e-05	3.266294817192925e-06	0.004995426143194677	5.045344819726929e-06	2.025
k6221_dc_iv.scan_generator.units{str}='A'	82.0	2.0500000000000003	0.0	1.8432027779384427e-05	4.201258896851642e-06	0.0049904370323052985	5.441982902132633e-06	2.0500000000000003
k6221_dc_iv.report_channel_statistics{bool}=False	83.0	2.075	0.0	2.2328737086984957e-05	3.181380880242822e-06	0.004999559923662499	4.767864135032929e-06	2.075
k6221_dc_iv.resource_6221{str}='GPIB0::22::INSTR'	84.0	2.1	0.0	2.8819504385005858e-05	3.395145762544621e-06	0.005005870321368454	5.1719182248295074e-06	2.1
k6221_dc_iv.resource_2182a{str}='GPIB0::7::INSTR'	85.0	2.125	0.0	3.062367777984112e-05	2.682316383899652e-06	0.005003368902317449	5.0642842185699525e-06	2.125
k6221_dc_iv.connection_mode{str}='via_6221_serial'	86.0	2.15	0.0	3.766043179187183e-05	2.781301884788661e-06	0.004993837474890369	4.862383337854264e-06	2.15
k6221_dc_iv.compliance_mode{str}='voltage'	87.0	2.1750000000000003	0.0	4.722644550959056e-05	2.6131751678181077e-06	0.00499652452559891	5.027660548640889e-06	2.1750000000000003
k6221_dc_iv.compliance{float}=10.0	88.0	2.2	0.0	5.120001986211642e-05	2.70912533951113e-06	0.0050036846420098745	5.012465056665898e-06	2.2
k6221_dc_iv.compliance_resistance{float}=1000.0	89.0	2.225	0.0	5.9674448814768104e-05	2.01472691811648e-06	0.005002146057543506	5.076779084054872e-06	2.225
k6221_dc_iv.source_delay{float}=0.001	90.0	2.25	0.0	5.202609324764883e-05	2.6503600825522743e-06	0.004993774842803573	5.174287231176354e-06	2.25
k6221_dc_iv.source_range_mode{str}='BEST'	91.0	2.275	0.0	5.5897868247648274e-05	1.2920386198622697e-06	0.005004293171510627	5.192104542204042e-06	2.275
k6221_dc_iv.source_range{float}=0.001	92.0	2.3000000000000003	0.0	5.733176425938483e-05	2.499493591544288e-06	0.004998340974817968	5.050863801443921e-06	2.3000000000000003
k6221_dc_iv.nplc{float}=1.0	93.0	2.325	0.0	6.11465804153033e-05	1.3906792959477077e-06	0.005004721866696388	5.021537401675771e-06	2.325
k6221_dc_iv.voltage_range{float}=0.0	94.0	2.35	0.0	6.645528270167309e-05	1.5989330861357876e-06	0.0050013294577866	5.121694164882726e-06	2.35
k6221_dc_iv.filter_enabled{bool}=False	95.0	2.375	0.0	6.28286936313848e-05	2.4417974982767003e-06	0.0049935702753590265	5.066590931097536e-06	2.375
k6221_dc_iv.filter_count{int}=10	96.0	2.4000000000000004	0.0	6.988023811566435e-05	2.196536863021885e-06	0.00500704720987406	5.121560198279947e-06	2.4000000000000004
k6221_dc_iv.analog_filter{bool}=False	97.0	2.4250000000000003	0.0	5.8678462796958826e-05	2.345859260888854e-06	0.004997307747090887	5.2748981731735555e-06	2.4250000000000003
k6221_dc_iv.relative_enabled{bool}=False	98.0	2.45	0.0	6.778894386786074e-05	2.5517895327209843e-06	0.005006313192105721	5.2138407850261996e-06	2.45
k6221_dc_iv.digits{int}=6	99.0	2.475	0.0	6.78782469959688e-05	2.4822376836615125e-06	0.00499456249974041	5.082369789672918e-06	2.475
k6221_dc_iv.output_tlink{int}=1	100.0	2.5	0.0	6.78833581918411e-05	2.5271140423956036e-06	0.00500226645869272	5.184387093082698e-06	2.5
k6221_dc_iv.input_tlink{int}=2	101.0	2.475	1.0	7.00577950113783e-05	2.0445321449840437e-06	0.004998820952039405	4.827939252493137e-06	2.475
plot_clear.type{str}='command'	102.0	2.45	1.0	6.536779350102158e-05	1.8938207352251516e-06	0.004990210452685407	4.920737969456683e-06	2.45
plot_clear.class{str}='stoner_measurement.plugins.command.plot_clear:PlotClearCommand'	103.0	2.425	1.0	6.629285665410496e-05	1.6033909661867994e-06	0.005003937910700135	4.922808459662899e-06	2.425
plot_clear.instance_name{str}='plot_clear'	104.0	2.4	1.0	6.804784250752072e-05	2.6269398598676993e-06	0.005005332900389293	5.4410871683746794e-06	2.4
plot_points.type{str}='command'	105.0	2.375	1.0	6.45532846962405e-05	2.0081381257847273e-06	0.004995213298883643	4.761154183120454e-06	2.375
plot_points.class{str}='stoner_measurement.plugins.command.plot_points:PlotPointsCommand'	106.0	2.35	1.0	6.0540887961081515e-05	1.6504167729114472e-06	0.005003016713572413	4.867074673479127e-06	2.35
plot_points.instance_name{str}='plot_points'	107.0	2.325	1.0	6.195201140273133e-05	2.6295036578740643e-06	0.004995547934358214	5.1811089033544046e-06	2.325
plot_points.x_key{str}='counter:Value'	108.0	2.3	1.0	5.44041617621406e-05	1.8979114154767155e-06	0.004995106780097925	4.731773503776646e-06	2.3
plot_points.x_axis_name{str}='top'	109.0	2.275	1.0	5.4261354391100566e-05	2.055443888129163e-06	0.005003593913707806	5.026078251118077e-06	2.275
plot_points.y_entries[0].key{str}='curve_fit:Ic'	110.0	2.25	1.0	5.15608931710403e-05	2.624169849752927e-06	0.005001487049602884	4.968605820424967e-06	2.25
plot_points.y_entries[0].label{str}='Ic'	111.0	2.225	1.0	4.2945715488861697e-05	2.6084669595523936e-06	0.004995902364173042	5.079717954283739e-06	2.225
plot_points.y_entries[0].y_axis{str}='left'	112.0	2.2	1.0	3.941419396850381e-05	2.2708119690407982e-06	0.0050009386566813785	4.879190811234852e-06	2.2
plot_points.y_entries[1].key{str}='curve_fit:Rn'	113.0	2.175	1.0	3.665946958461642e-05	1.2695677305742012e-06	0.005005065637480888	5.118660498189344e-06	2.175
plot_points.y_entries[1].label{str}='Rn'	114.0	2.15	1.0	4.061955609402665e-05	1.7596726756436861e-06	0.005001741449019182	5.1382707974247415e-06	2.15
plot_points.y_entries[1].y_axis{str}='right'	115.0	2.125	1.0	3.413112258889801e-05	2.744129275006699e-06	0.005002886252487434	4.989792759478316e-06	2.125
plot_trace.type{str}='command'	116.0	2.1	1.0	2.1632010969828567e-05	3.569130594241696e-06	0.00499539866182243	4.896920834037593e-06	2.1
plot_trace.class{str}='stoner_measurement.plugins.command.plot_trace:PlotTraceCommand'	117.0	2.075	1.0	1.779079403976007e-05	2.2372994148646376e-06	0.005008460757025723	4.930939487262592e-06	2.075
plot_trace.instance_name{str}='plot_trace'	118.0	2.05	1.0	2.6088817179700682e-05	3.05508720586971e-06	0.004998542931580058	4.963401154196023e-06	2.05
plot_trace.trace_key{str}='dummy:Dummy'	119.0	2.025	1.0	-2.84051003206495e-06	3.0423580009429535e-06	0.00499244684337048	4.991373282381777e-06	2.025
plot_trace.column_key{str}=''	120.0	2.0	1.0	1.2790797194408105e-05	3.839401748193401e-07	0.004993312252190404	4.909874417216642e-06	2.0
plot_trace.transpose{bool}=True	121.0	1.975	1.0	8.192039372857968e-06	5.162142137847076e-06	0.004995972653052759	4.9885540063902884e-06	1.975
plot_trace.advanced_mode{bool}=False	122.0	1.95	1.0	2.1632046028199883e-05	3.6503784467945887e-06	0.005000725327553406	5.013728517847271e-06	1.95
plot_trace.x_expr{str}="dummy.data['Dummy'].x"	123.0	1.9249999999999998	1.0	2.625365557171175e-05	3.1551767899132056e-06	0.0049934426070589845	5.2382138422950505e-06	1.9249999999999998
plot_trace.y_expr{str}="dummy.data['Dummy'].x"	124.0	1.9	1.0	2.7333265211202494e-05	2.557991717066525e-06	0.004994771405195705	5.1561724571052415e-06	1.9
plot_trace.title_expr{str}="'plot'"	125.0	1.875	1.0	3.999379125374291e-05	2.221896416034338e-06	0.0050084034153588045	5.341179334443108e-06	1.875
plot_trace.x_axis_name{str}='bottom'	126.0	1.85	1.0	4.230049898469835e-05	3.0047792332916177e-06	0.004999953531181627	5.51643358001916e-06	1.85
plot_trace.y_axis_name{str}='left'	127.0	1.825	1.0	5.0548474212370026e-05	1.4482325170453043e-06	0.004995332718696328	5.181421283928842e-06	1.825
save.type{str}='command'	128.0	1.7999999999999998	1.0	5.7618322052399346e-05	2.380992272649851e-06	0.005001028782667936	4.907957279298993e-06	1.7999999999999998
save.class{str}='stoner_measurement.plugins.command.save:SaveCommand'	129.0	1.775	1.0	6.516033209247699e-05	1.992587378438295e-06	0.005002122618002236	5.053148337203982e-06	1.775
save.instance_name{str}='save'	130.0	1.75	1.0	6.373399524189863e-05	2.2902900118489563e-06	0.00499094428264153	5.058882145704589e-06	1.75
save.path_expr{str}="'TDI_2.0_Format.txt'"	131.0	1.725	1.0	7.650496272910397e-05	2.115328007635821e-06	0.005005317188066109	5.276712558941667e-06	1.725
save.save_mode{str}='data'	132.0	1.7	1.0	7.477974853918479e-05	2.3632843966930907e-06	0.004990014082822294	5.215228112247232e-06	1.7
save.data_source{str}='counter'	133.0	1.6749999999999998	1.0	8.935330288748112e-05	1.9716744344308746e-06	0.0050064477280330425	5.09919363154287e-06	1.6749999999999998
save.no_overwrite{bool}=True	134.0	1.65	1.0	9.011706978637373e-05	1.7828254880433247e-06	0.004998074265940317	4.903551538621379e-06	1.65
status.type{str}='command'	135.0	1.625	1.0	9.368964710841089e-05	2.3396873594549103e-06	0.004996563824882541	5.379145576153897e-06	1.625
status.class{str}='stoner_measurement.plugins.command.status:StatusCommand'	136.0	1.6	1.0	9.608987069449977e-05	1.9657129707010137e-06	0.005007246497614785	5.151504554465212e-06	1.6
status.instance_name{str}='status'	137.0	1.575	1.0	9.966065021276715e-05	1.0358403086085578e-06	0.0049899986254601245	4.981844096066345e-06	1.575
status.status_expr{str}="'Ready'"	138.0	1.5499999999999998	1.0	0.00010350772540272703	1.942300860521661e-06	0.004991677223833784	5.288626353177175e-06	1.5499999999999998
sweep_time.type{str}='state_sweep'	139.0	1.525	1.0	0.00010447969763375885	1.6707717139376275e-06	0.0049878958080095395	4.913899838306435e-06	1.525
sweep_time.class{str}='stoner_measurement.plugins.state_sweep.sweep_time:SweepTimePlugin'	140.0	1.5	1.0	0.0001078597218734211	2.1847091834582694e-06	0.0050004127037407845	5.232843774271292e-06	1.5
sweep_time.instance_name{str}='sweep_time'	141.0	1.4749999999999999	1.0	0.0001044500077430748	1.6993957068881107e-06	0.004996095648403101	4.991777927742864e-06	1.4749999999999999
sweep_time.collect_data{bool}=False	142.0	1.45	1.0	0.00010967197810865282	1.8917971564363097e-06	0.004996548842094492	4.9050571366735625e-06	1.45
sweep_time.clear_on_start{bool}=True	143.0	1.425	1.0	0.00011698634204938184	1.9974867662587724e-06	0.005008552275420033	5.2298401857814725e-06	1.425
sweep_time.collect_filter{str}='sweep_time.meas_flag'	144.0	1.4	1.0	0.00011142757237756737	1.7186577675915218e-06	0.00499786553859876	4.966897838712904e-06	1.4
sweep_time.clear_filter{str}='True'	145.0	1.375	1.0	0.00011119601309075623	1.8651719224012242e-06	0.004998187193993272	5.300399305845108e-06	1.375
sweep_time.collect_outputs{NoneType}=None	146.0	1.3499999999999999	1.0	0.00010808338675937686	2.1857639234812845e-06	0.005000411756135203	5.281181835796664e-06	1.3499999999999999
sweep_time.sweep_generator.type{str}='MonitorAndFilterSweepGenerator'	147.0	1.325	1.0	0.0001038401525706025	1.8599724461631817e-06	0.005003322353981822	5.199734813669747e-06	1.325
sweep_time.sweep_generator.rows[0][0]{str}=''	148.0	1.2999999999999998	1.0	0.00010305441155327336	1.8127055462751415e-06	0.00500533284356677	4.805263195232927e-06	1.2999999999999998
sweep_time.sweep_generator.rows[0][1]{bool}=False	149.0	1.275	1.0	9.578801950761376e-05	2.012375590112838e-06	0.005005987979933404	5.170776223935981e-06	1.275
sweep_time.sweep_generator.rows[0][2]{float}=0.0	150.0	1.25	1.0	8.962968620059684e-05	1.918498810023816e-06	0.004999119859961022	5.060051608442794e-06	1.25
sweep_time.sweep_generator.timeout{float}=1.0	151.0	1.2249999999999999	1.0	8.926661510469116e-05	2.0057829427733585e-06	0.0049997211750249515	5.147750148712773e-06	1.2249999999999999
sweep_time.sweep_generator.termination_condition{str}=''	152.0	1.2	1.0	8.68134888959812e-05	2.3284797001055397e-06	0.005001809187432901	5.2069114933079635e-06	1.2
sweep_time.sweep_generator.poll_seconds{float}=0.05	153.0	1.1749999999999998	1.0	7.288803435385773e-05	1.3088815683704235e-06	0.004997990511300182	5.049721831057932e-06	1.1749999999999998
sweep_time.sweep_timeout_factor{float}=2.0	154.0	1.15	1.0	6.403365170971174e-05	2.2474410747268127e-06	0.004995405285049161	5.087989035929783e-06	1.15
wait.type{str}='command'	155.0	1.125	1.0	5.81619872980597e-05	2.3478889212150608e-06	0.005001485710981633	5.048756508147364e-06	1.125
wait.class{str}='stoner_measurement.plugins.command.wait:WaitCommand'	156.0	1.0999999999999999	1.0	4.6826343445314196e-05	2.537321273217856e-06	0.005001894379435314	4.7363176150690365e-06	1.0999999999999999
wait.instance_name{str}='wait'	157.0	1.075	1.0	4.336054671569056e-05	2.357722270461109e-06	0.0050073452678244985	4.807750873611543e-06	1.075
wait.delay_expr{str}='1.0'	158.0	1.0499999999999998	1.0	2.839766974387879e-05	1.5287603687903913e-06	0.004987342304527947	5.01523641780968e-06	1.0499999999999998
plot_trace_2.type{str}='command'	159.0	1.025	1.0	2.9674734409407397e-05	3.019620979618947e-06	0.005014034131268212	5.029032998264832e-06	1.025
